,AT,BE,BG,CH,CZ,EE,ES,FI,FR,GB,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
2019-10-06 19:00:00,43.35,43.35,136.09,45.76,45.85,46.94,43.35,41.72,43.35,58.7,70.7,62.0,88.2,46.94,46.94,43.35,227.08,51.0,356.22,85.05,62.0,45.85
2019-10-06 20:00:00,38.41,38.41,136.07,42.04,43.14,52.19,51.0,39.58,38.41,40.5,76.87,60.0,73.5,52.19,52.19,38.41,223.4,52.12,418.78,72.02,60.0,43.14
2019-10-06 21:00:00,34.93,34.93,149.68,38.56,37.37,43.93,52.12,37.26,34.93,37.1,74.48,51.09,73.5,43.93,43.93,34.93,202.53,50.29,349.0,69.13,51.09,37.37
2019-10-06 22:00:00,35.36,35.36,136.07,37.55,37.01,43.94,50.29,38.54,35.36,32.6,70.51,47.09,62.55,43.94,43.94,35.36,168.3,47.36,349.0,66.29,47.09,37.01
2019-10-06 23:00:00,34.06,34.06,136.01,35.07,33.14,35.36,47.36,35.36,34.06,26.62,66.07,43.4,57.0,35.36,35.36,34.06,153.91,51.0,297.0,60.02,43.4,33.14
2019-10-07 00:00:00,28.99,28.99,86.58,31.58,31.59,34.39,51.0,34.39,28.99,24.69,63.92,44.79,36.11,34.39,34.39,28.99,224.95,47.57,270.65,58.98,44.79,31.59
2019-10-07 01:00:00,27.07,27.07,44.1,31.04,31.0,33.39,47.57,33.39,27.07,24.62,70.09,44.0,31.99,33.39,33.39,27.07,223.08,45.0,171.48,52.74,44.0,31.0
2019-10-07 02:00:00,27.0,27.0,44.1,30.87,31.1,33.28,45.0,33.28,27.0,23.5,63.82,42.26,31.1,33.28,33.28,27.0,220.94,44.0,151.88,38.53,42.26,31.1
2019-10-07 03:00:00,28.19,26.32,44.08,30.95,31.0,33.22,44.0,33.22,25.77,22.71,63.81,42.05,31.0,33.22,33.22,27.19,220.98,44.0,147.67,37.47,42.05,31.0
2019-10-07 04:00:00,27.26,25.45,44.1,32.95,32.13,33.34,44.0,33.34,24.91,26.31,63.81,42.07,33.83,33.34,33.34,26.28,222.21,43.01,147.2,39.74,42.07,32.13
2019-10-07 05:00:00,30.23,30.23,50.93,36.44,36.2,34.19,43.01,34.19,30.23,41.37,63.84,44.8,44.88,34.19,34.19,30.23,215.59,47.54,160.65,58.97,44.8,36.2
2019-10-07 06:00:00,50.89,47.68,125.19,49.45,51.8,36.16,47.54,36.16,47.54,49.16,66.22,60.46,57.9,36.16,36.16,47.88,251.02,56.0,213.12,73.89,60.46,57.9
2019-10-07 07:00:00,56.49,56.49,136.91,55.88,58.6,57.69,56.0,57.69,56.49,50.07,78.18,72.99,75.37,57.69,57.69,56.49,301.32,55.1,274.93,85.04,72.99,58.6
2019-10-07 08:00:00,59.86,59.86,199.85,57.11,62.6,71.01,55.1,66.81,59.86,49.03,76.93,79.82,87.06,71.01,71.01,59.86,306.31,55.89,357.87,85.05,79.82,62.6
2019-10-07 09:00:00,56.51,56.51,190.11,55.16,57.0,71.07,55.89,68.17,56.51,46.05,76.93,75.88,82.1,71.07,71.07,56.51,306.33,53.08,413.4,85.0,75.88,57.0
2019-10-07 10:00:00,53.08,53.08,137.01,52.09,51.5,71.02,53.08,65.67,53.08,44.9,78.25,73.13,73.25,71.02,71.02,53.08,306.35,51.75,389.82,85.01,73.13,51.5
2019-10-07 11:00:00,51.75,51.75,136.99,51.45,49.97,70.73,51.75,70.73,51.75,43.31,78.34,71.46,71.39,70.73,70.73,51.75,306.35,49.91,347.8,83.03,71.46,49.97
2019-10-07 12:00:00,49.91,49.91,136.97,49.84,48.52,70.41,49.91,70.41,49.91,42.34,78.24,60.46,68.04,70.41,70.41,49.91,304.3,48.8,339.0,84.58,60.46,48.52
2019-10-07 13:00:00,48.8,48.8,176.22,49.52,47.82,69.94,48.8,69.69,48.8,41.28,78.24,63.4,60.05,69.94,69.94,48.8,297.17,47.57,323.06,71.05,63.4,47.82
2019-10-07 14:00:00,47.57,47.57,185.92,48.86,46.74,68.3,47.57,68.03,47.57,41.68,78.25,67.43,60.44,68.3,68.3,47.57,282.39,48.04,285.14,71.35,67.43,46.74
2019-10-07 15:00:00,48.04,48.04,185.9,48.89,49.0,64.9,48.04,64.9,48.04,42.33,76.92,68.43,60.44,64.9,64.9,48.04,279.25,48.78,287.0,70.84,68.43,49.0
2019-10-07 16:00:00,48.78,48.78,185.9,50.6,53.73,64.18,48.78,63.3,48.78,44.82,76.9,70.0,65.62,64.18,64.18,48.78,282.06,51.5,287.0,72.97,70.0,53.73
2019-10-07 17:00:00,51.5,51.5,147.96,53.1,57.91,64.83,51.5,64.83,51.5,48.6,78.25,70.63,69.29,64.83,64.83,51.5,294.87,54.91,311.58,75.49,70.63,57.91
2019-10-07 18:00:00,54.91,54.91,185.86,55.62,66.89,67.77,54.91,67.77,54.91,53.75,84.4,70.63,71.48,67.77,67.77,54.91,315.12,57.51,329.0,80.18,70.63,66.89
2019-10-07 19:00:00,61.76,61.76,166.34,58.76,74.5,72.42,57.51,72.42,61.76,47.7,76.89,75.0,75.23,72.42,72.42,61.76,327.55,56.0,339.41,85.99,75.0,74.5
2019-10-07 20:00:00,53.38,52.44,156.9,55.44,65.89,75.28,56.0,71.52,54.81,38.64,74.59,69.1,67.18,75.28,75.28,51.93,301.34,56.0,357.22,80.43,69.1,65.89
2019-10-07 21:00:00,43.69,42.24,136.95,49.51,52.09,69.26,56.0,51.3,44.4,35.69,74.51,55.89,52.23,69.26,69.26,43.03,247.02,51.25,319.0,66.06,55.89,52.09
2019-10-07 22:00:00,40.12,39.02,90.79,43.07,47.0,56.77,51.25,46.44,41.01,25.35,74.47,49.31,50.01,56.77,56.77,38.86,229.62,47.72,248.0,63.56,49.31,47.0
2019-10-07 23:00:00,33.07,27.71,86.1,37.29,40.06,51.84,47.72,45.35,32.77,27.96,74.41,46.15,43.06,51.84,51.84,27.6,211.51,57.5,237.47,59.53,46.15,43.06
2019-10-08 00:00:00,30.64,30.64,84.16,33.15,32.7,35.81,57.5,35.81,30.64,25.49,74.41,45.05,40.09,35.81,35.81,30.64,205.58,55.91,204.48,47.25,45.05,32.7
2019-10-08 01:00:00,27.93,27.93,83.96,34.87,29.01,35.68,55.91,35.68,27.93,22.81,65.8,40.2,35.12,35.68,35.68,27.93,204.61,54.63,190.36,41.99,40.2,29.01
2019-10-08 02:00:00,25.0,25.0,74.42,34.34,25.45,34.91,54.63,34.91,25.0,20.97,63.83,31.95,29.09,34.91,34.91,25.0,204.59,54.23,166.77,37.65,31.95,25.45
2019-10-08 03:00:00,22.98,22.98,69.82,27.18,23.96,34.35,54.23,34.35,22.98,18.9,47.0,24.93,28.17,34.35,34.35,22.98,204.59,53.67,138.12,36.4,24.93,23.96
2019-10-08 04:00:00,22.13,21.04,68.12,27.9,23.69,34.03,53.67,34.03,20.71,21.23,47.0,24.98,32.75,34.03,34.03,21.55,203.4,52.89,133.76,38.35,24.98,23.69
2019-10-08 05:00:00,32.0,24.42,69.98,34.03,33.01,34.41,52.89,34.41,24.39,27.85,47.0,44.46,44.12,34.41,34.41,24.5,204.81,52.72,155.53,46.07,44.46,33.01
2019-10-08 06:00:00,36.08,30.52,80.74,41.0,55.0,42.91,52.72,42.91,30.52,38.74,63.58,53.96,59.04,36.1,42.91,30.52,265.59,56.0,209.48,62.03,53.96,55.0
2019-10-08 07:00:00,46.0,44.62,102.72,48.83,57.24,69.94,56.0,69.94,47.21,43.36,59.25,67.0,73.5,61.2,69.94,42.15,261.16,56.65,280.32,70.87,67.0,57.24
2019-10-08 08:00:00,47.92,47.38,125.39,49.77,59.5,72.78,56.65,72.78,49.8,44.28,69.1,72.99,75.06,72.78,72.78,47.19,284.64,57.64,349.0,74.01,72.99,59.5
2019-10-08 09:00:00,47.97,48.38,136.91,49.47,57.55,74.33,57.64,74.33,50.85,42.78,74.48,70.0,74.75,74.33,74.33,45.08,285.47,55.14,356.39,74.04,70.0,57.55
2019-10-08 10:00:00,47.0,47.98,133.33,48.63,56.0,72.78,55.14,72.78,49.13,36.7,73.82,67.0,70.2,72.78,72.78,41.49,246.39,54.23,354.92,70.93,67.0,56.0
2019-10-08 11:00:00,44.75,42.27,136.91,48.34,56.55,73.55,54.23,73.55,50.01,33.0,71.35,72.1,70.34,73.55,73.55,39.93,248.5,54.98,333.34,70.03,72.1,56.55
2019-10-08 12:00:00,43.49,38.01,119.01,46.92,56.8,72.74,54.98,72.74,49.07,30.93,71.0,77.1,73.5,72.74,72.74,36.34,248.64,54.48,334.0,68.06,77.1,56.8
2019-10-08 13:00:00,39.7,35.77,106.36,47.02,56.0,71.73,54.48,71.73,46.9,28.53,66.13,89.05,73.97,71.73,71.73,35.77,260.64,52.94,349.0,68.03,89.05,56.0
2019-10-08 14:00:00,38.26,33.0,108.92,46.1,56.0,69.61,52.94,69.61,43.53,30.53,63.85,75.04,73.5,69.61,69.61,33.0,261.24,52.1,351.24,68.01,75.04,56.0
2019-10-08 15:00:00,36.92,35.16,136.93,46.09,54.16,70.72,52.1,70.72,38.59,31.3,61.75,70.52,72.23,63.09,70.72,35.31,253.77,51.49,349.0,69.04,70.52,54.16
2019-10-08 16:00:00,36.32,36.05,136.95,45.96,53.0,72.72,51.49,72.72,36.43,35.37,64.19,74.0,75.79,58.47,72.72,36.2,244.14,52.81,342.95,70.79,74.0,53.0
2019-10-08 17:00:00,40.62,40.62,136.95,45.94,50.46,69.69,52.81,69.69,40.62,40.84,66.08,75.0,76.5,57.01,69.69,40.62,243.83,53.16,359.87,73.56,75.0,50.46
2019-10-08 18:00:00,45.06,44.62,136.99,47.63,54.93,69.49,53.16,69.49,45.69,46.09,73.81,80.43,75.09,56.18,69.49,44.44,264.66,54.98,363.24,78.84,80.43,54.93
2019-10-08 19:00:00,50.39,50.36,162.2,50.53,55.91,75.53,54.98,75.53,50.61,44.5,73.81,99.61,84.19,60.98,74.36,50.15,248.58,58.69,612.0,86.02,99.61,55.91
2019-10-08 20:00:00,42.81,39.29,176.14,49.6,53.2,72.53,58.97,72.53,48.76,35.48,74.55,84.49,75.97,57.28,72.53,37.5,241.8,57.79,600.0,79.08,84.49,53.2
2019-10-08 21:00:00,35.25,30.0,137.01,41.38,43.3,55.71,57.79,55.71,38.88,35.06,73.81,75.05,69.29,55.71,55.71,33.16,207.34,51.6,360.74,74.0,75.05,43.3
2019-10-08 22:00:00,34.0,32.02,136.99,41.09,34.6,45.9,51.6,45.9,40.26,28.43,69.24,72.1,66.05,35.93,45.9,28.5,210.49,47.1,329.0,68.98,72.1,34.6
2019-10-08 23:00:00,29.02,31.07,136.99,38.96,28.03,44.71,47.1,44.71,32.65,21.4,65.97,54.3,51.84,34.9,44.71,26.3,206.95,48.8,313.64,58.06,54.3,49.1
2019-10-09 00:00:00,24.27,24.19,111.11,31.93,27.06,33.62,48.8,33.62,24.47,20.67,66.29,49.26,46.49,33.62,33.62,24.19,210.45,45.05,246.14,48.99,49.26,45.8
2019-10-09 01:00:00,23.63,23.63,84.22,31.04,24.5,34.17,45.05,34.17,23.63,19.46,51.0,47.2,37.56,34.17,34.17,23.63,199.42,43.14,220.71,45.96,47.2,24.5
2019-10-09 02:00:00,22.25,22.25,44.1,31.33,22.8,34.07,43.14,34.07,22.25,17.01,48.84,46.6,24.9,34.07,34.07,22.25,194.41,42.15,178.3,29.03,46.6,22.8
2019-10-09 03:00:00,19.44,19.44,44.08,30.1,20.3,33.87,42.15,33.87,19.44,19.17,46.7,46.53,21.54,33.87,33.87,19.44,195.46,41.07,118.21,27.44,46.53,20.3
2019-10-09 04:00:00,21.92,21.92,44.08,27.13,21.17,33.87,41.07,33.87,21.92,22.0,46.25,46.94,22.79,33.87,33.87,21.92,200.29,40.99,102.28,28.03,46.94,21.17
2019-10-09 05:00:00,25.22,25.22,44.1,32.08,31.9,34.06,40.99,34.06,25.22,27.53,50.85,48.24,40.04,34.06,34.06,25.22,205.43,41.82,108.19,47.09,48.24,40.04
2019-10-09 06:00:00,40.98,31.0,100.61,38.21,43.2,48.67,41.82,48.67,31.47,40.0,63.95,60.46,59.0,35.05,48.67,31.0,240.59,50.21,190.08,60.08,60.46,59.0
2019-10-09 07:00:00,44.63,43.51,136.93,46.03,46.2,66.58,50.21,66.58,45.73,42.35,66.0,72.51,73.52,55.41,55.41,43.51,251.57,52.73,280.08,71.23,72.51,46.2
2019-10-09 08:00:00,46.66,46.06,139.37,47.31,46.71,66.31,52.73,66.31,48.41,43.5,70.5,70.9,75.05,57.94,57.94,45.73,261.84,53.16,349.0,76.52,70.9,46.71
2019-10-09 09:00:00,47.42,47.31,142.68,47.03,47.41,67.92,53.16,67.92,47.89,41.94,70.52,70.0,70.4,67.52,67.52,47.06,270.94,50.85,356.26,73.32,70.0,47.41
2019-10-09 10:00:00,44.77,44.08,136.99,47.36,46.34,66.35,50.85,66.35,47.63,40.48,69.32,70.0,63.8,62.4,62.4,42.62,258.53,48.5,334.22,69.99,70.0,46.34
2019-10-09 11:00:00,42.83,44.03,93.74,47.36,46.84,65.5,48.5,65.5,46.27,34.53,66.18,59.34,62.78,59.54,59.54,40.49,262.54,50.22,301.23,69.92,59.34,46.84
2019-10-09 12:00:00,40.93,37.4,82.01,46.32,46.28,65.0,50.22,65.0,39.47,32.58,66.07,47.67,57.97,60.47,60.47,37.4,265.25,52.1,297.0,64.13,47.67,46.28
2019-10-09 13:00:00,40.98,35.44,89.19,45.93,45.56,66.08,52.1,66.08,37.25,31.62,62.33,48.61,60.91,61.09,61.09,35.7,266.55,48.35,275.2,64.21,48.61,45.56
2019-10-09 14:00:00,40.96,35.09,108.43,45.74,45.81,63.63,48.35,63.63,36.15,30.84,62.21,65.35,67.0,61.39,61.39,35.49,266.29,46.94,289.14,67.33,65.35,45.81
2019-10-09 15:00:00,40.9,35.25,129.87,45.4,45.28,62.69,46.94,62.69,35.25,30.7,63.38,66.18,71.41,61.33,61.33,35.25,251.11,46.9,318.05,69.24,66.18,45.28
2019-10-09 16:00:00,34.09,33.49,136.09,45.13,44.53,59.92,46.9,59.92,33.49,37.33,63.93,70.0,76.08,57.83,57.83,33.49,250.97,46.95,339.0,70.54,70.0,44.53
2019-10-09 17:00:00,40.73,40.73,136.99,44.98,45.16,60.57,46.95,60.57,40.73,41.44,70.43,70.63,81.77,57.8,57.8,40.73,266.54,47.09,361.15,69.99,70.63,45.16
2019-10-09 18:00:00,45.15,45.08,166.36,44.78,47.3,64.98,47.09,64.98,45.21,47.49,70.8,70.5,78.46,61.39,61.39,45.1,293.76,51.8,388.17,72.3,70.5,65.4
2019-10-09 19:00:00,51.53,51.44,166.4,48.09,61.98,70.66,51.8,70.66,51.8,45.12,74.51,73.18,80.38,67.66,67.66,51.44,280.91,55.23,372.45,79.96,73.18,65.1
2019-10-09 20:00:00,43.95,43.27,166.28,41.64,51.0,68.32,55.23,68.32,45.94,40.4,72.67,67.08,71.72,64.7,64.7,43.27,245.29,53.72,381.56,72.05,67.08,58.2
2019-10-09 21:00:00,38.13,38.13,139.2,38.11,40.0,56.49,53.72,56.49,38.13,31.57,78.6,59.34,61.5,56.49,56.49,38.13,220.45,47.48,340.48,68.0,59.34,53.12
2019-10-09 22:00:00,34.2,34.2,120.4,37.87,33.3,50.4,47.48,50.4,34.2,25.78,78.4,47.04,50.04,50.4,50.4,34.2,216.95,44.02,291.95,57.52,47.04,50.04
2019-10-09 23:00:00,28.09,28.04,84.06,33.64,27.9,47.36,44.02,47.36,28.12,20.93,78.4,44.96,35.41,47.36,47.36,28.08,212.43,44.04,237.56,49.39,44.96,35.41
2019-10-10 00:00:00,23.88,23.88,80.01,30.33,24.32,35.02,44.04,35.02,23.88,19.95,63.93,43.55,37.91,35.02,35.02,23.88,200.42,41.44,168.1,47.02,43.55,24.32
2019-10-10 01:00:00,22.75,22.79,68.86,29.65,22.81,33.49,41.44,33.49,22.77,18.94,63.1,43.55,29.44,33.49,33.49,22.93,203.02,40.0,180.0,42.62,43.55,22.81
2019-10-10 02:00:00,21.63,21.64,53.67,29.3,21.82,33.14,40.0,33.14,21.61,16.0,49.5,43.45,29.4,33.14,33.14,21.77,203.72,39.25,139.79,38.09,43.45,21.82
2019-10-10 03:00:00,18.27,18.27,44.1,23.45,19.77,32.98,39.25,32.98,18.26,16.49,43.9,43.35,29.46,32.98,32.98,18.39,203.72,38.75,139.59,39.09,43.35,19.77
2019-10-10 04:00:00,18.97,18.86,44.1,23.76,21.35,32.96,38.75,32.96,18.82,19.45,43.9,43.45,37.09,32.96,32.96,18.95,203.71,38.83,139.85,42.94,43.45,21.35
2019-10-10 05:00:00,22.2,22.2,76.49,30.8,24.01,33.44,38.83,33.44,22.2,30.34,60.79,57.41,56.44,33.44,33.44,22.2,202.93,40.23,176.09,48.08,57.41,24.01
2019-10-10 06:00:00,34.73,34.73,107.61,37.23,33.9,50.32,40.23,50.32,34.73,40.28,63.2,60.46,62.55,36.04,50.32,34.73,238.62,47.53,280.0,66.07,60.46,40.0
2019-10-10 07:00:00,45.97,45.97,128.2,44.52,42.43,62.36,47.53,62.36,45.97,43.42,66.04,86.06,82.63,55.04,55.04,45.97,247.83,48.01,297.0,75.09,86.06,42.43
2019-10-10 08:00:00,47.8,47.15,169.1,46.0,42.4,65.03,48.01,65.03,48.01,40.78,76.0,82.2,80.08,57.14,57.14,47.65,260.54,50.0,392.3,75.99,82.2,42.4
2019-10-10 09:00:00,44.55,43.88,166.62,46.08,41.53,66.03,50.0,66.03,45.84,38.57,74.71,71.97,80.04,60.07,60.07,44.1,260.54,46.16,380.23,75.46,71.97,41.53
2019-10-10 10:00:00,34.05,29.62,136.99,44.96,35.01,66.1,46.16,66.1,44.01,37.82,74.1,102.0,83.3,60.07,60.07,38.5,258.54,45.03,380.04,76.06,102.0,35.01
2019-10-10 11:00:00,31.29,24.97,136.99,42.07,31.28,66.28,45.03,66.28,43.15,33.1,76.8,118.27,88.16,59.61,59.61,35.7,257.53,46.21,395.52,76.01,118.27,31.28
2019-10-10 12:00:00,28.92,20.0,136.95,38.59,28.01,64.98,46.21,64.98,37.78,31.48,70.39,151.0,87.4,59.38,59.38,31.25,250.2,47.68,418.57,76.92,151.0,28.01
2019-10-10 13:00:00,26.71,24.08,136.99,38.65,26.95,64.0,47.68,64.0,35.93,29.84,74.41,96.08,78.98,57.69,57.69,34.04,247.39,46.05,414.96,76.02,96.08,26.95
2019-10-10 14:00:00,26.19,23.14,136.99,38.56,25.8,61.66,46.05,61.66,34.06,30.93,70.28,82.2,74.51,57.04,57.04,30.0,245.69,47.51,375.0,75.98,82.2,25.8
2019-10-10 15:00:00,26.4,24.86,136.97,38.41,26.96,61.48,47.51,61.48,33.68,26.97,70.2,69.56,73.51,57.06,57.06,31.89,243.53,47.77,353.78,75.89,69.56,26.96
2019-10-10 16:00:00,27.19,27.04,153.57,38.25,28.2,59.26,47.77,59.26,29.37,34.17,74.42,86.04,78.98,56.15,56.15,29.16,243.86,50.51,349.0,78.86,86.04,28.2
2019-10-10 17:00:00,37.02,36.95,136.99,38.35,34.13,58.79,50.51,58.79,37.21,40.04,78.18,96.02,78.98,56.23,56.23,36.95,245.29,50.51,375.0,80.26,96.02,34.13
2019-10-10 18:00:00,43.38,43.3,164.33,44.84,40.4,65.56,50.51,65.56,43.61,50.0,78.25,99.23,84.25,56.56,56.56,43.3,262.54,54.69,375.0,79.26,99.23,61.3
2019-10-10 19:00:00,49.47,47.79,174.5,46.49,48.0,70.74,54.69,70.74,54.45,44.08,78.24,151.0,96.88,60.53,60.53,47.79,246.94,59.13,400.0,83.87,151.0,60.51
2019-10-10 20:00:00,43.41,40.62,179.82,45.57,42.1,69.63,59.13,69.63,48.01,33.91,78.2,116.09,89.94,56.94,56.94,41.78,236.27,57.79,460.0,77.35,116.09,56.9
2019-10-10 21:00:00,31.11,27.28,185.71,40.78,33.01,51.84,57.79,51.84,36.93,31.99,74.48,67.0,72.3,51.84,51.84,29.0,218.5,52.22,427.04,70.9,67.0,49.8
2019-10-10 22:00:00,30.21,28.39,153.28,38.09,29.19,50.38,52.22,50.38,35.07,23.34,70.52,101.1,73.51,50.38,50.38,28.39,200.78,47.69,343.29,75.48,101.1,29.19
2019-10-10 23:00:00,25.58,25.23,169.04,37.04,23.54,44.75,47.69,44.75,26.63,21.34,63.77,74.08,64.5,44.75,44.75,25.23,203.72,52.45,349.0,62.62,74.08,47.45
2019-10-11 00:00:00,23.86,23.07,125.25,30.1,23.52,32.6,52.45,32.6,24.25,19.93,66.19,47.75,51.21,32.6,32.6,23.54,209.12,51.24,306.24,51.02,47.75,46.0
2019-10-11 01:00:00,24.6,22.44,127.3,29.98,22.68,32.05,51.24,32.05,22.64,15.53,65.83,45.0,43.77,32.05,32.05,22.34,200.19,47.4,243.25,45.02,45.0,43.77
2019-10-11 02:00:00,17.65,17.65,107.73,30.05,21.6,28.89,47.4,28.89,17.65,11.06,65.58,44.62,37.46,28.89,28.89,17.65,192.76,45.65,207.92,42.43,44.62,37.46
2019-10-11 03:00:00,12.57,12.57,91.75,30.07,18.38,24.23,45.65,24.23,12.57,12.8,65.34,44.62,40.18,24.23,24.23,12.57,194.91,45.96,177.94,40.89,44.62,40.18
2019-10-11 04:00:00,26.09,14.54,91.83,29.93,20.0,25.3,45.96,25.3,14.54,17.65,65.33,44.78,43.06,25.3,25.3,14.54,200.21,45.07,190.85,41.15,44.78,43.06
2019-10-11 05:00:00,29.11,20.11,91.79,31.75,23.48,32.27,45.07,32.27,20.15,22.8,65.36,48.33,47.71,32.27,32.27,20.17,209.13,45.07,204.53,47.07,48.33,47.71
2019-10-11 06:00:00,27.01,25.91,106.38,32.28,32.7,54.99,45.07,54.99,25.91,35.73,69.32,68.64,68.57,32.92,50.24,25.94,236.19,51.39,226.61,63.07,68.64,58.36
2019-10-11 07:00:00,38.7,38.63,136.99,41.14,39.14,66.29,51.39,66.29,38.74,39.7,64.22,70.9,73.68,50.3,50.3,38.66,239.25,52.45,325.74,73.03,70.9,39.14
2019-10-11 08:00:00,41.4,40.02,153.96,43.78,45.2,66.26,52.45,66.26,43.05,41.36,70.52,75.11,73.99,51.89,51.89,40.84,232.96,53.01,350.0,73.28,75.11,47.34
2019-10-11 09:00:00,37.5,37.39,154.63,40.57,42.5,65.75,53.01,65.75,37.69,42.3,70.52,70.0,68.92,53.78,53.78,37.42,232.98,51.24,351.45,70.94,70.0,48.62
2019-10-11 10:00:00,39.94,34.03,127.29,35.9,37.0,64.92,51.24,64.92,34.1,39.2,69.3,70.42,65.0,53.78,53.78,34.03,233.96,48.68,327.36,66.08,70.42,37.0
2019-10-11 11:00:00,39.95,32.79,114.18,34.6,31.36,64.64,48.68,64.64,32.79,33.34,66.07,65.78,57.0,54.01,54.01,36.13,234.57,49.0,308.79,63.06,65.78,31.36
2019-10-11 12:00:00,39.9,33.12,82.05,33.97,29.75,62.05,49.0,62.05,30.6,32.0,66.07,48.1,52.06,54.15,54.15,35.9,234.49,47.0,270.77,62.03,48.1,29.75
2019-10-11 13:00:00,34.0,26.74,82.03,34.0,25.62,59.95,47.0,59.95,26.39,29.3,64.16,44.82,50.02,54.13,54.13,33.32,234.67,45.0,247.3,61.08,44.82,25.62
2019-10-11 14:00:00,29.09,23.99,83.63,34.21,24.55,57.79,45.0,57.79,23.95,25.95,66.13,58.82,51.74,54.17,54.17,31.55,232.02,43.56,237.61,63.09,58.82,24.55
2019-10-11 15:00:00,29.04,22.77,123.22,29.92,24.7,55.67,43.56,55.67,22.8,25.93,64.06,70.0,61.94,53.56,53.56,27.94,218.45,44.2,245.78,66.01,70.0,24.7
2019-10-11 16:00:00,30.42,23.89,136.93,29.84,36.0,56.33,44.2,56.33,23.95,28.21,67.21,70.0,66.48,50.43,51.82,24.9,214.44,45.16,294.21,70.01,70.0,36.0
2019-10-11 17:00:00,30.38,30.38,136.97,29.98,39.0,60.2,45.16,60.2,30.38,34.88,69.27,70.63,72.75,49.5,50.3,30.38,212.43,46.42,315.8,75.15,70.63,40.73
2019-10-11 18:00:00,33.65,33.65,157.03,35.9,42.0,59.32,46.42,59.32,33.65,44.86,74.19,70.9,73.03,49.04,50.3,33.65,224.81,52.18,345.6,80.02,70.9,52.5
2019-10-11 19:00:00,37.04,34.71,166.32,38.37,42.0,60.2,52.18,60.2,41.99,44.02,78.22,75.24,85.01,51.9,51.9,34.92,229.84,54.69,349.0,89.92,75.24,54.9
2019-10-11 20:00:00,32.51,30.08,169.08,35.9,34.68,53.06,54.69,56.26,36.1,33.0,73.76,70.9,71.37,53.06,53.06,31.19,216.04,53.05,403.84,80.8,70.9,50.79
2019-10-11 21:00:00,24.8,24.8,152.65,31.74,24.96,49.87,53.05,46.66,24.8,31.9,73.76,66.95,60.87,49.87,49.87,24.8,211.32,46.05,339.0,69.03,66.95,33.76
2019-10-11 22:00:00,23.43,23.53,144.83,33.62,24.6,34.25,46.05,34.25,24.24,26.93,69.21,49.67,56.0,33.61,34.25,24.0,219.9,47.14,289.16,66.31,49.67,46.7
2019-10-11 23:00:00,17.92,22.0,123.86,31.7,21.01,32.81,47.14,32.81,26.75,24.93,64.19,47.52,48.0,32.81,32.81,23.0,214.44,47.1,266.01,60.04,47.52,48.0
2019-10-12 00:00:00,24.31,17.8,119.33,28.3,19.18,27.55,47.1,27.55,14.19,21.0,59.29,57.87,53.04,27.55,27.55,17.8,171.04,44.63,228.01,54.08,57.87,35.56
2019-10-12 01:00:00,25.02,21.4,111.33,27.97,23.1,32.74,44.63,32.74,15.09,27.99,56.49,51.7,50.17,32.74,32.74,21.4,143.67,41.01,251.91,50.08,51.7,32.2
2019-10-12 02:00:00,26.52,14.7,111.09,27.79,24.09,32.65,41.01,32.65,9.44,30.04,57.31,44.1,40.56,32.65,32.65,22.0,139.41,38.7,238.3,45.92,44.1,28.9
2019-10-12 03:00:00,2.77,9.25,109.92,13.56,13.8,32.25,38.7,32.25,7.15,31.5,56.24,40.1,37.05,32.25,32.25,22.7,133.62,38.45,192.66,45.02,40.1,26.8
2019-10-12 04:00:00,7.53,11.71,105.26,12.89,13.25,30.91,38.45,30.91,10.34,32.7,53.15,38.41,37.01,30.91,30.91,20.8,139.2,37.6,175.99,44.02,38.41,29.0
2019-10-12 05:00:00,26.06,13.39,100.53,17.95,22.35,32.2,37.6,32.2,13.39,36.41,53.21,41.61,47.04,32.2,32.2,24.9,140.82,37.25,175.79,47.88,41.61,31.5
2019-10-12 06:00:00,25.55,21.4,111.05,21.85,21.0,32.58,37.25,32.58,21.4,34.02,60.94,57.4,52.08,32.58,32.58,25.0,173.35,38.0,223.43,53.84,57.4,21.0
2019-10-12 07:00:00,25.18,26.75,111.05,25.82,23.45,32.9,38.0,32.9,26.2,27.0,69.22,61.26,61.01,32.9,32.9,32.18,184.88,38.5,247.39,61.09,61.26,23.45
2019-10-12 08:00:00,26.56,24.83,97.83,28.52,30.0,33.25,38.5,33.25,24.53,33.87,70.29,47.87,68.96,33.25,33.25,29.65,195.46,42.27,289.79,63.07,47.87,45.58
2019-10-12 09:00:00,28.57,33.96,111.05,28.94,32.75,38.01,42.27,38.01,29.5,40.9,69.36,45.24,61.18,33.78,38.01,37.19,199.71,46.02,327.57,62.27,45.24,49.0
2019-10-12 10:00:00,34.08,37.15,93.92,30.01,31.0,44.7,46.02,44.7,28.54,42.26,63.98,37.55,52.67,34.6,44.7,39.9,193.5,40.37,290.58,56.38,37.55,44.2
2019-10-12 11:00:00,34.08,32.34,80.37,28.9,30.0,44.73,40.37,44.73,25.26,38.91,57.36,36.13,46.11,44.73,44.73,37.4,196.91,38.45,250.19,51.49,36.13,45.3
